City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
0,Meadow Lake,US,34.8014,-106.5436,63.61,29,21,7.7,few clouds
1,Thompson,CA,55.7435,-97.8558,7.65,91,100,9.57,overcast clouds
2,Nelson Bay,AU,-32.7167,152.15,68.0,97,76,4.32,broken clouds
3,Skuodas,LT,56.2667,21.5333,30.06,86,100,9.93,overcast clouds
4,Bredasdorp,ZA,-34.5322,20.0403,62.28,70,93,11.86,overcast clouds
5,Jamestown,US,42.097,-79.2353,40.59,69,40,11.5,scattered clouds
6,Kosa,RU,59.9445,54.9977,29.26,99,100,1.23,light snow
7,Leshukonskoye,RU,64.8989,45.7622,21.22,96,100,6.13,light snow
8,Severo-Kurilsk,RU,50.6789,156.125,43.81,92,99,36.89,heavy intensity rain
9,Berlevag,NO,70.8578,29.0864,32.0,74,75,31.07,light shower snow
10,Ushuaia,AR,-54.8,-68.3,53.26,40,40,20.71,light rain
11,Iquitos,PE,-3.7481,-73.2472,91.44,62,75,3.44,broken clouds
12,Mayo,US,38.8876,-76.5119,59.38,59,6,5.99,clear sky
13,Albany,US,42.6001,-73.9662,43.45,68,99,7.9,overcast clouds
14,Slobodskoy,RU,58.7322,50.1772,22.35,96,98,4.59,overcast clouds
15,Victoria,HK,22.2855,114.1577,62.58,45,71,1.01,broken clouds
16,Port Macquarie,AU,-31.4333,152.9167,66.16,100,90,5.75,overcast clouds
17,Biak,ID,-0.9131,122.8766,76.71,81,100,0.98,overcast clouds
18,Cherskiy,RU,68.75,161.3,-20.94,97,100,5.95,overcast clouds
19,Mataura,NZ,-46.1927,168.8643,52.48,97,26,1.81,scattered clouds
20,Longyearbyen,SJ,78.2186,15.6401,6.64,72,20,6.91,few clouds
21,Busselton,AU,-33.65,115.3333,54.05,87,4,9.22,clear sky
22,Cape Town,ZA,-33.9258,18.4232,66.34,60,88,15.21,overcast clouds
23,Fengcheng,CN,40.4536,124.0717,19.27,87,4,1.83,clear sky
24,Rikitea,PF,-23.1203,-134.9692,76.14,68,2,20.29,clear sky
25,Portland,US,45.5234,-122.6762,59.2,92,75,4.0,broken clouds
26,Atuona,PF,-9.8,-139.0333,78.49,78,38,23.38,light rain
27,Tasiilaq,GL,65.6145,-37.6368,19.92,93,100,28.92,snow
28,La Ronge,CA,55.1001,-105.2842,18.93,91,100,7.96,light snow
29,Lebu,CL,-37.6167,-73.65,60.28,62,100,7.36,overcast clouds
30,Mar Del Plata,AR,-38.0023,-57.5575,60.87,80,98,15.99,overcast clouds
31,Airai,TL,-8.9266,125.4092,61.72,88,99,1.07,moderate rain
32,Zhezkazgan,KZ,47.8043,67.7144,28.87,76,100,10.78,overcast clouds
33,Avarua,CK,-21.2078,-159.775,77.05,88,93,11.5,overcast clouds
34,Bengkulu,ID,-3.8004,102.2655,75.33,88,67,4.18,broken clouds
35,Grindavik,IS,63.8424,-22.4338,28.87,69,75,8.05,snow
36,Kalmunai,LK,7.4167,81.8167,77.9,81,18,2.64,few clouds
37,Twentynine Palms,US,34.1356,-116.0542,79.92,15,0,1.01,clear sky
38,Puerto Ayora,EC,-0.7393,-90.3518,78.76,76,81,9.31,broken clouds
39,Beloha,MG,-25.1667,45.05,75.63,85,16,10.07,few clouds
40,Hobart,AU,-42.8794,147.3294,60.03,84,90,0.0,overcast clouds
41,Kirakira,SB,-10.4544,161.9205,79.59,81,91,4.29,overcast clouds
42,Saint-Philippe,RE,-21.3585,55.7679,74.79,74,12,10.78,few clouds
43,Vaini,TO,-21.2,-175.2,78.96,83,75,8.05,broken clouds
44,Kifri,IQ,34.6959,44.9661,65.19,38,100,10.56,overcast clouds
45,Chhatak,BD,25.0333,91.6667,68.18,59,19,2.53,few clouds
46,Nikolskoye,RU,59.7035,30.7861,19.29,95,89,4.36,overcast clouds
47,Biltine,TD,14.5333,20.9167,81.5,16,2,14.43,clear sky
48,Goderich,CA,43.7501,-81.7165,40.91,82,100,17.31,overcast clouds
49,Bolkhov,RU,53.4433,36.0044,25.02,75,100,12.19,overcast clouds
50,Tiksi,RU,71.6872,128.8694,-25.44,99,97,5.68,overcast clouds
51,Hilo,US,19.7297,-155.09,74.28,86,75,4.61,broken clouds
52,Tazovskiy,RU,67.4667,78.7,-13.07,94,89,11.3,overcast clouds
53,Ginda,IN,30.6945,78.4932,54.43,35,100,2.8,overcast clouds
54,Bambous Virieux,MU,-20.3428,57.7575,77.25,78,20,6.91,light rain
55,Katsuura,JP,35.1333,140.3,50.14,54,9,7.56,clear sky
56,Honiara,SB,-9.4333,159.95,77.43,87,78,3.22,broken clouds
57,Butaritari,KI,3.0707,172.7902,81.73,76,74,10.45,broken clouds
58,Ler,SS,8.3018,30.1418,81.54,51,88,2.33,overcast clouds
59,Lawton,US,34.6087,-98.3903,68.47,37,1,0.0,clear sky
60,Nhulunbuy,AU,-12.2333,136.7667,79.41,89,77,0.0,broken clouds
61,Kapaa,US,22.0752,-159.319,79.12,83,40,1.01,moderate rain
62,Alice Springs,AU,-23.7,133.8833,67.55,52,0,0.0,clear sky
63,Hermanus,ZA,-34.4187,19.2345,63.9,72,86,10.22,overcast clouds
64,Kununurra,AU,-15.7667,128.7333,78.78,78,33,0.0,scattered clouds
65,Guerrero Negro,MX,27.9769,-114.0611,71.22,53,0,1.74,clear sky
66,Talara,PE,-4.5772,-81.2719,77.76,65,0,11.5,clear sky
67,Aklavik,CA,68.2191,-135.0107,-22.0,76,90,4.61,overcast clouds
68,Gopalpur,IN,19.2667,84.9167,69.62,64,16,6.44,few clouds
69,San Cristobal,VE,7.7669,-72.225,78.98,38,72,2.91,broken clouds
70,Caravelas,BR,-17.7125,-39.2481,79.59,86,88,8.55,overcast clouds
71,Mildura,AU,-34.2,142.15,66.16,82,9,2.3,clear sky
72,Punta Arenas,CL,-53.15,-70.9167,57.31,35,40,24.16,scattered clouds
73,Walvis Bay,NA,-22.9575,14.5053,67.15,59,4,13.8,clear sky
74,Tyubuk,RU,56.0552,60.9405,35.44,85,100,18.92,overcast clouds
75,Marsh Harbour,BS,26.5412,-77.0636,75.29,69,3,16.42,clear sky
76,Saint-Francois,FR,46.4154,3.9054,46.47,84,75,3.44,light rain
77,Ibimirim,BR,-8.5406,-37.6903,99.0,20,96,4.41,overcast clouds
78,Baiersbronn,DE,48.5,8.3833,41.72,95,100,15.68,overcast clouds
79,Tulum,MX,20.2167,-87.4667,77.05,73,80,2.91,broken clouds
80,Buala,SB,-8.145,159.5921,81.16,73,96,3.62,overcast clouds
81,Korsakov,RU,46.6328,142.7813,28.24,78,88,26.84,light snow
82,Mantenopolis,BR,-18.8625,-41.1228,83.41,64,79,5.82,broken clouds
83,Fortuna,US,40.5982,-124.1573,55.98,82,1,0.0,clear sky
84,Bluff,NZ,-46.6,168.3333,52.81,90,12,4.47,few clouds
85,Barreirinhas,BR,-2.7469,-42.8264,89.4,53,94,11.81,overcast clouds
86,Leiyang,CN,26.4024,112.8591,45.77,64,17,1.28,few clouds
87,Motygino,RU,58.1831,94.7592,19.4,96,100,4.12,light snow
88,Torbay,CA,47.6666,-52.7314,42.67,69,90,16.11,overcast clouds
89,Castro,BR,-24.7911,-50.0119,84.74,31,0,4.27,clear sky
90,Barrow,US,71.2906,-156.7887,-20.18,76,1,6.91,clear sky
91,Camabatela,AO,-8.1881,15.375,63.43,97,94,2.68,overcast clouds
92,Bonavista,CA,48.6499,-53.1147,42.12,67,97,13.33,overcast clouds
93,Sukhobuzimskoye,RU,56.5,93.2728,29.84,84,100,5.55,overcast clouds
94,Luderitz,NA,-26.6481,15.1594,65.41,66,0,22.06,clear sky
95,Leh,IN,34.1667,77.5833,21.54,49,99,1.14,overcast clouds
96,Yellowknife,CA,62.456,-114.3525,-4.59,84,90,1.99,mist
97,Srednekolymsk,RU,67.45,153.6833,-32.17,100,97,6.22,overcast clouds
98,Khatanga,RU,71.9667,102.5,-35.66,100,100,2.77,overcast clouds
99,Sur,OM,22.5667,59.5289,74.57,64,1,8.43,clear sky
100,Balkanabat,TM,39.5108,54.3671,70.07,28,85,7.49,overcast clouds
101,Bathsheba,BB,13.2167,-59.5167,86.61,66,20,20.71,few clouds
102,Alofi,NU,-19.0595,-169.9187,75.09,94,26,8.05,scattered clouds
103,New Norfolk,AU,-42.7826,147.0587,59.67,73,94,1.01,overcast clouds
104,Faanui,PF,-16.4833,-151.75,79.92,76,100,21.74,moderate rain
105,Enshi,CN,30.3,109.4833,44.64,91,17,1.05,few clouds
106,Steinbach,DE,50.1667,8.5667,45.99,91,40,10.36,scattered clouds
107,Clonmel,IE,52.355,-7.7039,43.41,79,51,18.81,broken clouds
108,Wichita Falls,US,33.9137,-98.4934,71.26,38,1,1.99,clear sky
109,Okhotsk,RU,59.3833,143.3,-10.57,87,100,20.69,overcast clouds
110,Lorengau,PG,-2.0226,147.2712,81.82,72,100,4.56,overcast clouds
111,Oistins,BB,13.0667,-59.5333,86.09,66,20,20.71,few clouds
112,Kodiak,US,57.79,-152.4072,15.31,67,90,17.27,light snow
113,Plettenberg Bay,ZA,-34.0527,23.3716,62.51,88,7,5.97,clear sky
114,Cidreira,BR,-30.1811,-50.2056,70.38,64,69,13.87,broken clouds
115,Richards Bay,ZA,-28.783,32.0377,75.87,82,31,13.65,scattered clouds
116,Valdepenas,ES,38.7621,-3.3848,49.08,70,47,13.78,scattered clouds
117,Husavik,IS,66.0449,-17.3389,19.31,94,100,12.1,overcast clouds
118,Souillac,MU,-20.5167,57.5167,77.38,78,20,6.91,light rain
119,Bethel,US,41.3712,-73.414,48.78,56,1,1.01,clear sky
120,Flinders,AU,-34.5833,150.8552,63.37,89,4,1.01,clear sky
121,Ngunguru,NZ,-35.6167,174.5,62.17,81,100,5.57,overcast clouds
122,Tuatapere,NZ,-46.1333,167.6833,53.82,89,4,1.68,clear sky
123,Lebork,PL,54.5392,17.7501,35.92,96,100,14.34,overcast clouds
124,Rincon,US,32.296,-81.2354,70.86,33,75,4.61,broken clouds
125,Normandin,CA,48.8333,-72.5321,21.51,58,88,13.8,overcast clouds
126,Port Alfred,ZA,-33.5906,26.891,68.9,84,43,20.74,scattered clouds
127,Barabinsk,RU,55.3571,78.357,10.76,87,99,8.93,overcast clouds
128,Olinda,BR,-8.0089,-34.8553,83.93,65,20,10.36,few clouds
129,Oktyabrskiy,RU,54.4815,53.471,35.24,98,100,7.34,overcast clouds
130,Maniitsoq,GL,65.4167,-52.9,35.31,92,100,30.78,light rain
131,Xining,CN,36.6167,101.7667,21.67,60,8,2.37,clear sky
132,Cabo San Lucas,MX,22.8909,-109.9124,85.3,60,1,3.0,clear sky
133,Royan,FR,45.6285,-1.0281,49.86,75,16,17.52,few clouds
134,Ponta Do Sol,PT,32.6667,-17.1,67.71,70,31,6.82,scattered clouds
135,Amapa,BR,1.0,-52.0,80.44,90,99,3.65,light rain
136,Hobyo,SO,5.3505,48.5268,79.92,73,80,16.06,broken clouds
137,Lashio,MM,22.9333,97.75,55.02,97,90,1.92,overcast clouds
138,Port-Gentil,GA,-0.7193,8.7815,78.76,89,75,4.61,light rain
139,Juegang,CN,32.3174,121.1855,39.9,60,5,8.88,clear sky
140,Mattawa,US,46.7379,-119.9028,66.72,67,100,6.2,overcast clouds
141,El Ejido,ES,36.7763,-2.8146,58.14,63,10,9.82,clear sky
142,Road Town,VG,18.4167,-64.6167,84.29,79,40,8.05,scattered clouds
143,Pevek,RU,69.7008,170.3133,-2.76,97,100,7.36,light snow
144,Makat,KZ,47.6469,53.3463,44.42,80,77,17.94,broken clouds
145,Teya,RU,60.3778,92.6267,14.77,94,100,6.51,light snow
146,Georgetown,MY,5.4112,100.3354,80.53,89,20,5.75,moderate rain
147,Merauke,ID,-8.4667,140.3333,80.35,80,100,1.63,overcast clouds
148,Tura,IN,25.5198,90.2201,63.5,69,49,3.36,scattered clouds
149,Leningradskiy,RU,69.3833,178.4167,-25.37,93,68,7.31,broken clouds
150,Gorgan,IR,36.8387,54.4348,62.56,55,90,0.0,overcast clouds
151,Westlock,CA,54.1502,-113.8688,41.38,68,92,12.24,overcast clouds
152,Noumea,NC,-22.2763,166.4572,81.0,99,49,10.27,scattered clouds
153,Port Elizabeth,ZA,-33.918,25.5701,69.1,82,0,12.66,clear sky
154,Lompoc,US,34.6391,-120.4579,84.09,25,1,4.61,clear sky
155,Lexington,US,37.9887,-84.4777,55.29,65,90,1.99,overcast clouds
156,Kavaratti,IN,10.5669,72.642,81.7,79,33,13.31,scattered clouds
157,Narsaq,GL,60.9167,-46.05,33.75,88,97,30.36,light rain
158,Carnarvon,AU,-24.8667,113.6333,68.07,77,40,19.57,scattered clouds
159,Iquique,CL,-20.2208,-70.1431,68.04,67,78,6.15,broken clouds
160,Araouane,ML,18.9048,-3.5265,80.6,11,35,7.49,scattered clouds
161,Zyryanka,RU,65.75,150.85,-34.55,98,26,7.09,scattered clouds
162,Pocatello,US,42.8713,-112.4455,45.66,66,75,1.01,broken clouds
163,Kruisfontein,ZA,-34.0033,24.7314,66.88,90,8,4.88,light rain
164,Tuktoyaktuk,CA,69.4541,-133.0374,-25.15,99,63,0.87,broken clouds
165,Los Chiles,CR,11.0333,-84.7167,78.19,88,98,6.71,overcast clouds
166,Puerto Leguizamo,CO,-0.1934,-74.7819,87.8,58,95,4.09,overcast clouds
167,Memmingen,DE,47.9837,10.1853,45.48,80,90,21.85,overcast clouds
168,Lata,PT,40.1629,-8.3327,54.01,88,100,8.9,overcast clouds
169,Vao,NC,-22.6667,167.4833,76.26,82,59,19.82,broken clouds
170,Hami,CN,42.8,93.45,26.22,58,4,2.17,clear sky
171,Hambantota,LK,6.1241,81.1185,77.02,83,2,4.45,clear sky
172,Pochutla,MX,15.7432,-96.4661,91.22,45,99,6.67,overcast clouds
173,Navahrudak,BY,53.6,25.8333,22.23,93,86,6.67,overcast clouds
174,Chuy,UY,-33.6971,-53.4616,68.77,53,42,10.4,scattered clouds
175,Santarem,BR,-2.4431,-54.7083,87.93,74,20,11.5,few clouds
176,Jibuti,DJ,11.5,42.5,76.42,50,35,12.95,scattered clouds
177,Jalu,LY,29.0331,21.5482,60.93,53,72,7.09,broken clouds
178,Kalengwa,ZM,-13.4659,25.0027,71.65,55,79,5.41,broken clouds
179,East London,ZA,-33.0153,27.9116,69.46,80,32,16.17,scattered clouds
180,Zavetnoye,RU,47.1194,43.8903,34.84,74,23,7.43,few clouds
181,Ancud,CL,-41.8697,-73.8203,61.43,57,96,13.89,overcast clouds
182,Gonzales,US,30.2385,-90.9201,75.06,65,1,4.61,clear sky
183,Adrar,MR,20.5022,-10.0711,75.18,10,98,9.44,overcast clouds
184,Qaanaaq,GL,77.484,-69.3632,8.06,87,100,3.44,overcast clouds
185,Talaja,IN,21.35,72.05,68.43,85,100,24.16,moderate rain
186,San Quintin,MX,30.4833,-115.95,70.72,48,0,3.44,clear sky
187,Manzhouli,CN,49.6,117.4333,23.32,77,95,26.37,overcast clouds
188,Dzhebariki-Khaya,RU,62.2167,135.8,-35.82,96,20,2.89,few clouds
189,Svetlogorsk,BY,52.6333,29.7333,23.16,95,34,6.2,scattered clouds
190,Hervey Bay,AU,-25.2986,152.8535,74.03,96,5,3.0,clear sky
191,Sorrento,IT,40.626,14.3744,56.77,53,0,11.5,clear sky
192,Mehran,IR,33.1222,46.1646,69.28,34,100,18.66,overcast clouds
193,Homer,US,59.6425,-151.5483,17.49,81,90,14.97,light snow
194,Ribera,IT,37.4984,13.2642,55.71,82,48,4.85,scattered clouds
195,Tarragona,ES,41.129,1.249,55.31,60,20,3.0,few clouds
196,Ordzhonikidze,KZ,52.4411,61.7408,36.36,74,98,19.17,overcast clouds
197,Sambava,MG,-14.2667,50.1667,76.82,84,8,9.35,clear sky
198,Tashtagol,RU,52.7657,87.8894,13.73,96,50,2.62,scattered clouds
199,Ilebo,CD,-4.3167,20.5833,70.59,99,87,2.71,overcast clouds
200,Kutum,SD,14.2,24.6667,70.47,20,0,9.93,clear sky
201,Mairana,BO,-18.1167,-63.9333,74.23,55,85,4.0,overcast clouds
202,Casablanca,MA,33.5928,-7.6192,61.02,62,20,3.0,few clouds
203,Lakselv,NO,70.0513,24.9718,30.02,74,40,17.27,light snow
204,Tabou,CI,4.423,-7.3528,81.5,76,61,6.67,broken clouds
205,Mukhen,RU,48.1,136.1,6.12,95,100,10.47,light snow
206,Saskylakh,RU,71.9167,114.0833,-33.21,99,100,1.83,overcast clouds
207,Nouadhibou,MR,20.931,-17.0347,69.78,52,5,17.27,clear sky
208,Obigarm,TJ,38.7173,69.7088,41.27,46,0,8.34,clear sky
209,Kibala,TD,9.1104,18.3463,82.35,44,0,0.0,clear sky
210,Arraial Do Cabo,BR,-22.9661,-42.0278,82.36,83,20,11.5,few clouds
211,Zhigansk,RU,66.7697,123.3711,-42.7,99,98,5.48,overcast clouds
212,Zhanaozen,KZ,43.3,52.8,47.05,75,11,21.21,few clouds
213,Gizo,SB,-8.103,156.8419,82.63,73,82,5.93,broken clouds
214,Kabin Buri,TH,13.9511,101.7177,70.83,68,71,6.17,broken clouds
215,Margate,GB,51.3813,1.3862,43.97,88,87,5.01,overcast clouds
216,Hithadhoo,MV,-0.6,73.0833,81.99,74,100,3.02,overcast clouds
217,Poum,NC,-20.2333,164.0167,80.65,79,4,13.56,clear sky
218,Strelice,CZ,49.1522,16.504,43.05,91,0,1.01,clear sky
219,Xichang,CN,27.8964,102.2634,48.79,77,97,2.48,overcast clouds
220,Kirkwall,GB,58.9848,-2.9587,37.74,70,40,29.93,scattered clouds
221,Ballina,AU,-28.8667,153.5667,68.77,98,99,6.76,overcast clouds
222,Acarau,BR,-2.8856,-40.12,87.39,60,80,16.98,broken clouds
223,Kaeo,NZ,-35.1,173.7833,62.33,94,100,2.59,overcast clouds
224,Soria,ES,41.6667,-2.6667,35.85,94,100,5.7,snow
225,Tanda,IN,26.55,82.65,65.66,57,96,4.68,overcast clouds
226,Okato,NZ,-39.2,173.8833,62.42,86,100,4.52,overcast clouds
227,Novoagansk,RU,61.9449,76.6625,31.44,96,100,10.98,overcast clouds
228,Solnechnyy,RU,50.7214,136.6319,11.57,88,100,20.22,snow
229,Mareeba,AU,-17.0,145.4333,72.45,94,69,2.17,broken clouds
230,Vardo,NO,70.3705,31.1107,35.58,64,75,36.39,broken clouds
231,Makokou,GA,0.5738,12.8642,72.82,91,75,1.34,broken clouds
232,Derzhavinsk,KZ,51.1,66.3167,34.75,70,100,16.13,overcast clouds
233,Myszkow,PL,50.5752,19.3246,44.55,94,100,8.99,light rain
234,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,91.56,53,89,2.06,overcast clouds
235,Geraldton,AU,-28.7667,114.6,61.21,72,40,16.11,scattered clouds
236,Qaqortoq,GL,60.7167,-46.0333,33.93,88,93,32.17,light rain
237,Erzurum,TR,40.0,41.5,22.68,91,83,4.54,broken clouds
238,Yeppoon,AU,-23.1333,150.7333,73.18,87,0,3.56,clear sky
239,Newark,US,40.7357,-74.1724,51.91,46,1,1.01,clear sky
240,Vila Franca Do Campo,PT,37.7167,-25.4333,67.19,80,64,9.28,broken clouds
241,Oskarshamn,SE,57.2645,16.4484,32.81,96,100,20.51,snow
242,Mehamn,NO,71.0357,27.8492,31.95,64,40,28.77,scattered clouds
243,Haines Junction,CA,60.7522,-137.5108,6.06,100,97,1.63,overcast clouds
244,Codrington,AU,-38.2667,141.9667,54.73,97,16,2.86,few clouds
245,Sorong,ID,-0.8833,131.25,80.55,79,100,6.67,moderate rain
246,Coihaique,CL,-45.5752,-72.0662,54.21,66,90,11.5,light intensity shower rain
247,Aswan,EG,24.0934,32.907,72.39,33,1,18.48,clear sky
248,Saint George,US,37.1041,-113.5841,65.35,34,1,3.44,clear sky
249,Esperance,AU,-33.8667,121.9,59.83,74,47,7.31,scattered clouds
250,Mount Gambier,AU,-37.8333,140.7667,57.11,94,90,8.05,overcast clouds
251,Kapoeta,SS,4.7717,33.5903,86.74,26,99,10.78,overcast clouds
252,Oskemen,KZ,49.9565,82.6119,12.16,85,16,2.24,few clouds
253,Houston,US,29.7633,-95.3633,78.01,65,40,1.01,scattered clouds
254,Taltal,CL,-25.4,-70.4833,66.97,68,9,9.08,clear sky
255,Ribeira Grande,PT,38.5167,-28.7,64.8,77,75,2.3,broken clouds
256,Clyde River,CA,70.4692,-68.5914,7.03,85,100,31.07,heavy snow
257,Dolzhanskaya,RU,46.6311,37.8039,34.92,80,78,19.48,broken clouds
258,Laguna,US,38.421,-121.4238,71.42,82,1,1.01,haze
259,Lagoa,PT,39.05,-27.9833,62.8,85,41,15.52,scattered clouds
260,Upernavik,GL,72.7868,-56.1549,23.63,67,100,8.81,overcast clouds
261,Bedum,NL,53.3008,6.6028,44.01,81,96,5.01,overcast clouds
262,Dakar,SN,14.6937,-17.4441,77.88,78,100,4.61,dust
263,Iqaluit,CA,63.7506,-68.5145,9.7,84,40,10.0,scattered clouds
264,Altay,CN,47.8667,88.1167,19.83,49,26,8.57,scattered clouds
265,Nyurba,RU,63.2842,118.3319,-25.06,99,100,4.07,overcast clouds
266,Kwinana,AU,-32.25,115.7667,59.14,74,0,12.82,clear sky
267,Bocana De Paiwas,NI,12.7857,-85.1227,80.96,69,61,14.99,broken clouds
268,Todos Santos,MX,23.45,-110.2167,84.79,68,1,5.95,clear sky
269,Korla,CN,41.7597,86.1469,23.52,72,0,0.65,clear sky
270,Zaton,RU,53.2936,83.8072,22.59,73,0,8.95,clear sky
271,Rio Grande,BR,-32.035,-52.0986,75.31,61,52,12.53,broken clouds
272,Port Blair,IN,11.6667,92.75,80.6,82,100,21.25,moderate rain
273,Artigas,UY,-30.4,-56.4667,83.98,30,17,7.02,few clouds
274,Jacksonville,US,30.3322,-81.6556,76.01,53,75,1.99,broken clouds
275,Vila Velha,BR,-20.3297,-40.2925,82.35,85,20,6.91,few clouds
276,Saldus,LV,56.6636,22.4881,25.63,87,97,6.82,overcast clouds
277,Holeby,DK,54.7115,11.4642,45.05,85,100,32.84,overcast clouds
278,Torrington,US,41.8007,-73.1212,47.59,59,99,7.0,overcast clouds
279,Phitsanulok,TH,16.9167,100.5,65.7,72,45,4.21,scattered clouds
280,Ilulissat,GL,69.2167,-51.1,39.22,65,75,25.32,moderate rain
281,Popondetta,PG,-8.7537,148.2534,75.2,91,98,2.53,overcast clouds
282,Channel-Port Aux Basques,CA,47.5702,-59.1367,35.98,70,100,16.6,overcast clouds
283,San Patricio,US,28.017,-97.5169,80.58,61,99,5.46,overcast clouds
284,Praia Da Vitoria,PT,38.7333,-27.0667,64.76,94,40,11.25,scattered clouds
285,Dingle,PH,10.9995,122.6711,75.79,93,99,6.02,moderate rain
286,Gambela,ET,8.25,34.5833,81.7,49,68,1.63,broken clouds
287,Addis Abeba,ET,9.025,38.7469,54.63,49,89,4.45,overcast clouds
288,Kashi,CN,39.4547,75.9797,27.61,50,6,8.95,clear sky
289,Pechora,RU,65.1472,57.2244,15.89,92,100,12.46,overcast clouds
290,Yenagoa,NG,4.9247,6.2642,80.53,81,96,6.64,overcast clouds
291,Sovetskiy,RU,61.3614,63.5842,32.86,99,100,6.78,light snow
292,Boffa,GN,10.1667,-14.0333,83.5,71,9,9.42,clear sky
293,Beira,MZ,-19.8436,34.8389,78.89,83,20,13.8,few clouds
294,Provideniya,RU,64.3833,-173.3,-3.64,70,0,3.85,clear sky
295,Astoria,US,46.1879,-123.8313,53.85,98,90,1.01,mist
296,Ahipara,NZ,-35.1667,173.1667,61.72,85,100,4.56,overcast clouds
297,Tchollire,CM,8.4022,14.1698,83.39,20,62,2.62,broken clouds
298,Dikson,RU,73.5069,80.5464,-7.2,97,100,14.65,light snow
299,Areia Branca,BR,-4.9561,-37.1369,95.2,63,99,18.43,overcast clouds
300,Tornio,FI,65.8481,24.1466,5.02,96,100,3.44,overcast clouds
301,Carutapera,BR,-1.195,-46.02,88.34,54,68,10.02,broken clouds
302,Namatanai,PG,-3.6667,152.4333,79.5,81,91,5.77,overcast clouds
303,Mahebourg,MU,-20.4081,57.7,77.29,78,20,6.91,light rain
304,Cockburn Town,TC,21.4612,-71.1419,80.02,73,3,12.77,clear sky
305,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,88.09,57,56,3.11,broken clouds
306,Puerto Baquerizo Moreno,EC,-0.9,-89.6,69.49,82,94,9.6,overcast clouds
307,Akdepe,TM,42.0551,59.3788,59.0,38,57,12.03,broken clouds
308,Touros,BR,-5.1989,-35.4608,86.9,63,89,14.18,overcast clouds
309,Robertsport,LR,6.7533,-11.3686,82.02,74,26,6.71,light rain
310,Tenenkou,ML,14.4572,-4.9169,86.76,12,27,5.84,scattered clouds
311,Altamira,BR,-3.2033,-52.2064,87.89,70,75,4.61,broken clouds
312,Ponta Delgada,PT,37.7333,-25.6667,67.5,77,40,9.22,scattered clouds
313,Muravlenko,RU,63.7898,74.523,19.04,96,100,4.27,light snow
314,Kloulklubed,PW,7.0419,134.2556,83.44,79,100,15.46,moderate rain
315,Kissidougou,GN,9.1848,-10.0999,80.28,55,79,1.79,broken clouds
316,Bacolod,PH,10.6667,122.95,77.41,89,100,4.72,light rain
317,Bilma,NE,18.6853,12.9164,76.33,16,7,8.93,clear sky
318,College,US,64.8569,-147.8028,-2.25,77,90,0.0,light snow
319,Arman,RU,59.7,150.1667,-2.94,82,100,15.86,overcast clouds
320,Broken Hill,AU,-31.95,141.4333,75.11,43,28,11.48,scattered clouds
321,Salalah,OM,17.0151,54.0924,77.09,38,0,2.3,clear sky
322,Turtas,RU,58.9417,69.1325,34.45,92,100,10.87,overcast clouds
323,Pittsburg,US,38.028,-121.8847,67.66,78,0,3.0,clear sky
324,Fairbanks,US,64.8378,-147.7164,-1.91,77,90,0.0,light snow
325,Blairmore,CA,49.6,-114.4353,52.92,71,99,9.22,overcast clouds
326,Stromness,GB,58.965,-3.296,37.65,65,100,39.95,overcast clouds
327,Hasaki,JP,35.7333,140.8333,46.8,41,31,17.34,scattered clouds
328,Cayenne,GF,4.9333,-52.3333,86.04,82,75,5.01,broken clouds
329,Mandalgovi,MN,45.7625,106.2708,22.01,43,1,16.89,clear sky
330,Komsomolskiy,UZ,40.4272,71.7189,40.42,75,0,6.91,mist
331,Maumere,ID,-8.6199,122.2111,81.1,78,100,2.95,overcast clouds
332,Ihosy,MG,-22.4,46.1167,69.51,79,99,2.26,light rain
