City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
384,Ayagoz,KZ,2021-11-10 18:10:26,47.9714,80.4392,13.48,82,5,3.27
385,Ibicarai,BR,2021-11-10 18:10:26,-14.865,-39.5875,80.58,76,88,5.3
386,Boma,GH,2021-11-10 18:10:27,7.0805,-2.1697,78.85,81,84,2.68
387,Vao,NC,2021-11-10 18:10:27,-22.6667,167.4833,73.74,88,41,9.28
388,Bonthe,SL,2021-11-10 18:10:27,7.5264,-12.505,81.68,73,100,6.78
389,Itarema,BR,2021-11-10 18:10:28,-2.9248,-39.9167,86.0,59,68,18.68
390,Egvekinot,RU,2021-11-10 18:10:28,66.3167,-179.1667,4.6,87,81,3.33
391,Nemuro,JP,2021-11-10 18:10:28,43.3236,145.575,50.49,89,68,17.83
392,Fukue,JP,2021-11-10 18:10:29,32.6881,128.8419,59.43,62,87,22.82
393,Cockburn Town,TC,2021-11-10 18:10:29,21.4612,-71.1419,81.39,69,74,11.41
394,Geraldton,AU,2021-11-10 18:10:30,-28.7667,114.6,55.81,76,0,10.36
395,Prince Albert,CA,2021-11-10 18:05:40,53.2001,-105.7677,28.08,96,100,17.0
396,West Bay,KY,2021-11-10 18:10:30,19.3667,-81.4167,84.06,88,40,1.01
397,Sambava,MG,2021-11-10 18:10:30,-14.2667,50.1667,77.05,85,34,3.69
398,Porto Novo,BJ,2021-11-10 18:10:31,6.4965,2.6036,80.49,81,52,6.82
399,Roebourne,AU,2021-11-10 18:10:31,-20.7833,117.1333,78.49,31,35,11.1
400,Agadir,MA,2021-11-10 18:07:55,30.4202,-9.5982,64.85,55,73,7.2
401,Yumen,CN,2021-11-10 18:10:31,40.2833,97.2,18.12,57,0,6.24
402,Abonnema,NG,2021-11-10 18:10:32,4.7084,6.7931,78.75,84,83,5.61
403,Fuerte Olimpo,PY,2021-11-10 18:10:32,-21.0415,-57.8738,94.32,44,94,8.97
404,Weston,US,2021-11-10 18:06:54,26.1004,-80.3998,84.2,59,75,1.01
405,Rovnoye,RU,2021-11-10 18:10:33,50.7765,46.0509,31.93,53,3,14.76
406,Ballitoville,ZA,2021-11-10 18:10:33,-29.539,31.2144,69.24,80,0,7.27
407,Valente,BR,2021-11-10 18:10:33,-11.4122,-39.4619,91.4,31,89,7.25
408,Sayyan,YE,2021-11-10 18:10:34,15.1718,44.3244,55.15,32,86,8.14
409,Palauig,PH,2021-11-10 18:10:34,15.435,119.9045,80.47,75,100,4.16
410,Kelvington,CA,2021-11-10 18:10:34,52.1667,-103.5343,29.64,94,100,17.18
411,Kapit,MY,2021-11-10 18:10:35,2.0167,112.9333,74.57,100,100,1.3
412,Santiago Del Estero,AR,2021-11-10 18:10:35,-27.7951,-64.2615,73.13,68,96,4.34
413,Araouane,ML,2021-11-10 18:10:35,18.9048,-3.5265,76.26,9,58,8.95
414,Gavle,SE,2021-11-10 18:10:36,60.6745,17.1417,43.5,93,19,5.99
415,Goundam,ML,2021-11-10 18:11:36,16.4145,-3.6708,87.57,12,49,8.68
416,Marzuq,YE,2021-11-10 18:11:37,14.4,46.4667,71.37,26,0,2.1
417,Dabakala,CI,2021-11-10 18:11:38,8.3667,-4.4333,81.73,66,71,3.53
418,Del Rio,US,2021-11-10 18:11:38,29.3627,-100.8968,77.43,65,1,13.8
419,Phan Thiet,VN,2021-11-10 18:11:38,10.9333,108.1,77.68,86,84,7.31
420,Lagoa,PT,2021-11-10 18:11:39,39.05,-27.9833,67.19,80,100,9.31
421,Port-Gentil,GA,2021-11-10 18:11:39,-0.7193,8.7815,79.48,84,100,10.6
422,Stokmarknes,NO,2021-11-10 18:11:39,68.5646,14.9108,44.56,81,75,18.41
423,Jurm,AF,2021-11-10 18:11:40,36.8648,70.8342,43.16,68,36,4.18
424,Perambalur,IN,2021-11-10 18:11:40,11.2333,78.8833,74.79,89,100,4.81
425,Alekseyevsk,RU,2021-11-10 18:11:41,57.8406,108.3492,30.2,83,100,12.84
426,Rudbar,AF,2021-11-10 18:11:41,30.15,62.6,60.44,23,0,5.73
427,Serdobsk,RU,2021-11-10 18:11:41,52.4586,44.2169,26.06,61,6,5.26
428,Bulancak,TR,2021-11-10 18:11:42,40.9372,38.2291,46.22,81,75,9.22
429,Mende,FR,2021-11-10 18:11:42,44.6667,3.5,40.12,84,100,5.37
430,Inhambane,MZ,2021-11-10 18:11:42,-23.865,35.3833,71.6,82,85,7.9
431,Karratha,AU,2021-11-10 18:11:43,-20.7377,116.8463,78.39,31,37,10.47
432,Grimshaw,CA,2021-11-10 18:08:22,56.1834,-117.6027,37.02,100,90,3.44
433,Berezovka,BY,2021-11-10 18:11:43,53.7214,25.4993,35.08,73,55,9.48
434,Tsiroanomandidy,MG,2021-11-10 18:11:44,-18.7667,46.0333,77.56,55,84,8.23
435,Urcos,PE,2021-11-10 18:11:44,-13.6861,-71.6228,67.89,52,99,7.58
436,Afikpo,NG,2021-11-10 18:11:45,5.8931,7.9374,77.45,86,91,4.18
437,Qinzhou,CN,2021-11-10 18:11:46,21.95,108.6167,59.61,51,16,5.19
438,Ocampo,MX,2021-11-10 18:11:46,21.65,-101.5,60.94,22,97,6.58
439,Betioky,MG,2021-11-10 18:11:46,-23.7167,44.3833,76.39,58,10,5.01
440,Chalus,IR,2021-11-10 18:11:46,36.655,51.4204,60.8,74,0,7.76
441,Assisi,IT,2021-11-10 18:11:47,43.0691,12.6165,57.56,82,75,9.22
442,Zhigansk,RU,2021-11-10 18:11:47,66.7697,123.3711,-10.46,97,71,6.4
443,Iracoubo,GF,2021-11-10 18:11:48,5.4802,-53.2011,82.15,71,68,7.34
444,Rushden,GB,2021-11-10 18:11:48,52.2914,-0.5992,55.4,88,100,2.39
445,Zaraza,VE,2021-11-10 18:11:48,9.3503,-65.3245,93.31,35,71,6.15
446,Banon,ES,2021-11-10 18:11:49,40.8382,-1.1909,56.46,58,75,5.75
447,Puerto Escondido,MX,2021-11-10 18:11:50,15.85,-97.0667,83.23,65,1,10.36
448,Qaqortoq,GL,2021-11-10 18:11:50,60.7167,-46.0333,19.9,73,0,2.8
449,Sabang,ID,2021-11-10 18:11:50,5.8933,95.3214,77.94,86,100,6.98
450,Pangnirtung,CA,2021-11-10 18:11:51,66.1451,-65.7125,4.87,67,46,6.06
451,Rundu,NA,2021-11-10 18:11:51,-17.9333,19.7667,77.14,46,100,3.87
452,Lermontovka,RU,2021-11-10 18:11:51,47.1453,134.3383,28.26,79,95,5.5
453,Akyab,MM,2021-11-10 18:11:52,20.15,92.9,78.91,79,57,4.14
454,Laguna,US,2021-11-10 18:11:52,38.421,-121.4238,65.35,97,90,1.01
455,Tateyama,JP,2021-11-10 18:11:53,34.9833,139.8667,63.1,56,0,27.96
456,Colares,PT,2021-11-10 18:11:53,38.7992,-9.4469,65.39,56,0,7.0
457,Biryusinsk,RU,2021-11-10 18:11:54,55.9634,97.8235,28.71,77,93,4.94
458,Caraquet,CA,2021-11-10 18:09:42,47.7941,-64.9386,42.35,76,100,3.13
459,Yuli,NG,2021-11-10 18:11:54,9.6989,10.2744,86.97,26,21,3.91
460,Faya,SA,2021-11-10 18:11:55,18.3851,42.4509,57.72,58,19,4.47
461,Jiayuguan,CN,2021-11-10 18:11:55,39.8167,98.3,23.31,43,4,3.96
462,Taksimo,RU,2021-11-10 18:12:55,56.3444,114.8794,10.81,87,69,3.24
463,Verkhnyaya Inta,RU,2021-11-10 18:12:56,65.9811,60.3094,5.04,94,83,6.93
464,Bone,DE,2021-11-10 18:12:56,51.9669,12.1396,43.63,89,100,2.37
465,Inongo,CD,2021-11-10 18:12:56,-1.95,18.2667,73.63,89,98,2.57
466,Te Anau,NZ,2021-11-10 18:12:57,-45.4167,167.7167,50.86,97,91,0.74
467,San Marcos,US,2021-11-10 18:11:30,33.1434,-117.1661,73.53,72,1,1.01
468,Rincon,US,2021-11-10 18:10:16,32.296,-81.2354,73.85,52,75,3.44
469,Loikaw,MM,2021-11-10 18:12:57,19.6742,97.2094,65.16,94,37,1.99
470,Acucena,BR,2021-11-10 18:12:58,-19.0731,-42.5464,76.42,83,98,4.07
471,Acapulco,MX,2021-11-10 18:11:33,16.8634,-99.8901,84.02,74,40,5.75
472,Jardim,BR,2021-11-10 18:12:58,-21.4803,-56.1381,92.37,44,86,4.65
473,Srednekolymsk,RU,2021-11-10 18:12:59,67.45,153.6833,-7.1,88,93,2.08
474,Olafsvik,IS,2021-11-10 18:12:59,64.8945,-23.7142,35.33,74,81,20.54
475,La Ronge,CA,2021-11-10 18:12:59,55.1001,-105.2842,28.65,74,90,13.8
476,Gat,IL,2021-11-10 18:09:50,31.61,34.7642,70.81,59,4,6.78
477,Mackay,AU,2021-11-10 18:13:00,-21.15,149.2,78.04,91,40,10.98
478,Bridgwater,GB,2021-11-10 18:13:00,51.1284,-3.0036,57.7,94,87,2.17
479,Kirakira,SB,2021-11-10 18:13:01,-10.4544,161.9205,79.77,82,11,9.84
480,Seymchan,RU,2021-11-10 18:13:01,62.8833,152.4333,-4.72,85,97,2.8
481,Magadan,RU,2021-11-10 18:13:02,59.5667,150.8,25.5,94,100,14.12
482,Mangochi,MW,2021-11-10 18:13:03,-14.4782,35.2645,84.02,48,97,3.33
483,Farah,AF,2021-11-10 18:13:03,32.5,62.5,50.86,14,0,1.54
484,Vila Velha,BR,2021-11-10 18:12:13,-20.3297,-40.2925,76.95,91,40,14.0
485,Kargasok,RU,2021-11-10 18:13:04,59.0556,80.8572,31.89,97,100,10.07
486,Ende,ID,2021-11-10 18:13:05,-8.8432,121.6623,79.56,87,100,1.54
487,Pathein,MM,2021-11-10 18:13:05,16.7833,94.7333,76.1,90,81,1.97
488,Tak Bai,TH,2021-11-10 18:13:06,6.2595,102.0546,73.89,93,100,4.97
489,Gravdal,NO,2021-11-10 18:13:06,68.1214,13.5031,44.28,100,75,6.91
490,Havre-Saint-Pierre,CA,2021-11-10 18:13:07,50.2334,-63.5986,43.39,52,75,12.66
491,Chingirlau,KZ,2021-11-10 18:13:07,51.095,54.0814,31.71,64,100,17.05
492,Kushnarenkovo,RU,2021-11-10 18:13:08,55.105,55.3508,25.18,73,46,10.45
493,Rawson,AR,2021-11-10 18:13:08,-43.3002,-65.1023,82.85,22,92,20.15
494,Olinda,BR,2021-11-10 18:09:52,-8.0089,-34.8553,83.93,65,40,11.5
495,Atar,MR,2021-11-10 18:13:09,20.5169,-13.0499,83.62,17,100,13.42
496,Cloquet,US,2021-11-10 18:13:09,46.7216,-92.4594,48.38,56,40,9.22
497,Port Moresby,PG,2021-11-10 18:13:09,-9.4431,147.1797,76.01,85,84,4.27
498,Kihei,US,2021-11-10 18:13:10,20.785,-156.4656,78.84,72,1,4.61
499,Zwedru,LR,2021-11-10 18:13:10,6.0667,-8.1281,75.67,94,100,4.14
500,Vostok,RU,2021-11-10 18:13:11,46.4856,135.8833,21.69,96,100,2.44
501,Manoel Urbano,BR,2021-11-10 18:13:11,-8.8389,-69.2597,90.84,48,95,3.78
502,Susanville,US,2021-11-10 18:11:20,40.4163,-120.653,47.08,73,90,0.0
503,Staritsa,RU,2021-11-10 18:13:12,56.5075,34.9354,30.96,93,84,14.56
504,Belyy Yar,RU,2021-11-10 18:13:13,53.6039,91.3903,20.86,85,39,0.0
505,Meulaboh,ID,2021-11-10 18:13:13,4.1363,96.1285,77.36,86,100,4.97
506,Hounde,BF,2021-11-10 18:14:14,11.5,-3.5167,92.41,32,70,9.37
507,Kattivakkam,IN,2021-11-10 18:14:14,13.2167,80.3167,75.29,97,100,17.31
508,Lubumbashi,CD,2021-11-10 18:14:14,-11.6609,27.4794,75.22,25,56,5.01
509,Paamiut,GL,2021-11-10 18:14:15,61.994,-49.6678,15.13,60,1,7.99
510,Sisimiut,GL,2021-11-10 18:14:15,66.9395,-53.6735,12.34,81,35,10.04
511,Luanda,AO,2021-11-10 18:12:46,-8.8368,13.2343,80.6,78,20,10.36
512,Amazar,RU,2021-11-10 18:14:16,53.858,120.875,22.05,59,1,8.03
513,Lompoc,US,2021-11-10 18:14:16,34.6391,-120.4579,72.52,58,1,8.05
514,Lillooet,CA,2021-11-10 18:14:17,50.6856,-121.942,45.32,69,24,4.41
515,Hargeysa,SO,2021-11-10 18:13:04,9.56,44.065,65.77,77,12,9.06
516,Saravena,CO,2021-11-10 18:14:17,6.9538,-71.8752,90.57,43,45,5.28
517,Galle,LK,2021-11-10 18:14:18,6.0367,80.217,78.98,82,93,10.45
518,Muisne,EC,2021-11-10 18:14:18,0.6,-80.0333,78.91,80,99,11.16
519,Lamu,KE,2021-11-10 18:14:19,-2.2717,40.902,82.62,84,95,9.57
520,Ajdabiya,LY,2021-11-10 18:14:19,30.7554,20.2263,74.7,36,100,12.55
521,Brigantine,US,2021-11-10 18:13:54,39.4101,-74.3646,70.07,53,1,13.8
522,Abha,SA,2021-11-10 18:14:20,18.2164,42.5053,58.82,82,20,0.0
523,Nichinan,JP,2021-11-10 18:14:20,31.6,131.3667,57.78,74,50,12.88
524,Chara,RU,2021-11-10 18:14:21,56.9064,118.2631,4.66,78,8,2.37
525,Goure,NE,2021-11-10 18:14:21,13.9835,10.2704,88.02,11,0,8.75
526,Peniche,PT,2021-11-10 18:14:21,39.3558,-9.3811,64.35,84,0,6.35
527,Oga,IT,2021-11-10 18:14:22,46.4631,10.347,38.7,99,84,3.09
528,Turbana,CO,2021-11-10 18:14:22,10.2717,-75.4422,86.81,63,82,4.14
529,Sikandra Rao,IN,2021-11-10 18:14:23,27.7,78.4,71.06,34,100,0.67
530,Amapa,BR,2021-11-10 18:14:23,1.0,-52.0,77.63,81,100,3.65
531,Camana,PE,2021-11-10 18:14:23,-16.6228,-72.7111,69.33,70,89,10.18
532,Burns Lake,CA,2021-11-10 18:14:24,54.2331,-125.7533,31.42,74,98,4.45
533,Coolum Beach,AU,2021-11-10 18:14:24,-26.5333,153.1,75.11,98,98,6.53
534,Qasigiannguit,GL,2021-11-10 18:14:25,68.8193,-51.1922,-5.4,87,81,6.24
535,Marsa Matruh,EG,2021-11-10 18:14:25,31.3525,27.2453,69.44,75,99,14.54
536,Port Blair,IN,2021-11-10 18:14:26,11.6667,92.75,81.43,81,92,15.46
537,Luhyny,UA,2021-11-10 18:14:26,51.082,28.4006,32.81,44,34,7.92
538,Sonkovo,RU,2021-11-10 18:14:27,57.7782,37.1571,32.09,72,98,17.31
539,Kholodnyy,RU,2021-11-10 18:12:21,62.7167,147.95,-10.53,87,97,2.39
540,Kirando,TZ,2021-11-10 18:14:27,-7.4167,30.6,79.99,55,12,7.99
541,Eureka,US,2021-11-10 18:13:33,40.8021,-124.1637,58.19,92,99,3.42
542,Haicheng,CN,2021-11-10 18:14:28,40.8516,122.7475,30.72,81,54,5.01
543,Lata,PT,2021-11-10 18:14:28,40.1629,-8.3327,59.07,60,11,1.34
544,Mouila,GA,2021-11-10 18:14:29,-1.8685,11.0559,75.78,94,97,1.63
545,Weiser,US,2021-11-10 18:10:37,44.251,-116.9693,47.48,82,100,1.5
546,Lavrentiya,RU,2021-11-10 18:12:21,65.5833,-171.0,8.49,91,7,6.38
547,Batagay-Alyta,RU,2021-11-10 18:12:19,67.8006,130.4114,6.28,90,100,1.63
548,Nikolayevka,RU,2021-11-10 18:14:29,53.1257,47.2041,25.11,66,4,6.62
549,Fare,PF,2021-11-10 18:14:30,-16.7,-151.0167,79.11,75,16,13.87
550,Shelburne,CA,2021-11-10 18:15:07,44.0787,-80.2041,53.13,54,19,9.71
551,Mount Isa,AU,2021-11-10 18:15:30,-20.7333,139.5,74.97,94,40,6.91
552,Maunabo,PR,2021-11-10 18:15:31,18.0072,-65.8993,88.65,76,52,8.5
553,Neyshabur,IR,2021-11-10 18:15:31,36.2133,58.7958,47.77,30,0,2.93
554,Bosansko Grahovo,BA,2021-11-10 18:15:32,44.1794,16.3639,55.63,79,100,3.24
555,Nouakchott,MR,2021-11-10 18:14:12,18.0858,-15.9785,73.33,55,100,18.32
556,Moba,CN,2021-11-10 18:15:32,33.2288,105.0179,33.84,52,84,5.19
557,Durres,AL,2021-11-10 18:12:14,41.3231,19.4414,62.78,61,100,4.65
558,Gazojak,TM,2021-11-10 18:15:33,41.1875,61.4036,47.01,59,0,10.87
559,Tiznit,MA,2021-11-10 18:15:33,29.5833,-9.5,60.06,44,100,3.85
560,Namatanai,PG,2021-11-10 18:15:33,-3.6667,152.4333,79.5,81,64,6.62
561,Quatre Cocos,MU,2021-11-10 18:15:34,-20.2078,57.7625,75.31,72,14,8.41
562,Jumla,NP,2021-11-10 18:15:06,29.2747,82.1838,43.23,47,9,4.36
563,Hanko,FI,2021-11-10 18:15:34,59.8333,22.95,49.23,90,98,27.42
564,Pleasanton,US,2021-11-10 18:15:35,37.6624,-121.8747,63.12,84,90,1.01
565,Naqadeh,IR,2021-11-10 18:15:35,36.9553,45.388,50.83,26,91,5.12
566,Ibb,YE,2021-11-10 18:15:36,13.9667,44.1833,61.92,61,38,2.28
567,Kinsale,IE,2021-11-10 18:15:36,51.7075,-8.5306,51.24,100,75,3.44
568,Mayskiy,RU,2021-11-10 18:15:36,47.6931,40.1025,31.44,63,9,7.16
569,Meiganga,CM,2021-11-10 18:15:37,6.5167,14.3,74.16,63,56,2.35
570,Albacete,ES,2021-11-10 18:15:37,38.8333,-2.0,51.19,66,0,5.75
571,Xining,CN,2021-11-10 18:15:37,36.6167,101.7667,20.41,78,69,1.48
572,Tallahassee,US,2021-11-10 18:14:07,30.4383,-84.2807,76.08,59,40,1.99
573,Divo,CI,2021-11-10 18:15:38,5.8397,-5.36,74.82,96,95,3.76
574,Weinan,CN,2021-11-10 18:15:39,34.5036,109.5089,33.49,44,9,5.06
575,Hami,CN,2021-11-10 18:15:39,42.8,93.45,27.39,57,0,3.71
576,Nioro,GM,2021-11-10 18:15:40,13.35,-15.75,88.39,26,72,3.53
577,Tura,IN,2021-11-10 18:15:40,25.5198,90.2201,62.92,88,11,3.6
578,Owo,NG,2021-11-10 18:15:41,7.1962,5.5868,75.15,90,53,5.12
579,Maniitsoq,GL,2021-11-10 18:15:41,65.4167,-52.9,16.0,71,68,5.57
580,Turbat,PK,2021-11-10 18:15:41,26.0023,63.044,76.12,24,0,7.49
